Ensembl Gene ID	RefSeq mRNA	RefSeq Protein ID	RefSeq Predicted Protein ID
ENSG00000158747			
ENSG00000158747	NM_182744	NP_001191014	
ENSG00000158747	NM_182744	NP_877421	
ENSG00000158747	NM_182744	NP_001191013	
ENSG00000158747	NM_182744	NP_005371	
ENSG00000158747	NM_182744	NP_001191018	
ENSG00000158747	NM_182744	NP_001191017	
ENSG00000158747	NM_001204085	NP_001191014	
ENSG00000158747	NM_001204089	NP_001191014	
ENSG00000158747	NM_005380	NP_001191014	
ENSG00000158747	NM_001204085	NP_001191013	
ENSG00000158747	NM_001204089	NP_001191013	
ENSG00000158747	NM_005380	NP_001191013	
ENSG00000158747	NM_001204085	NP_005371	
ENSG00000158747	NM_001204089	NP_005371	
ENSG00000158747	NM_005380	NP_005371	
ENSG00000158747	NM_001204085	NP_001191018	
ENSG00000158747	NM_001204089	NP_001191018	
ENSG00000158747	NM_005380	NP_001191018	
ENSG00000178921	NM_012393	NP_036525	
ENSG00000116786	NM_015164	NP_055979	
ENSG00000178921			
ENSG00000158747	NM_001204085	NP_001191015	
ENSG00000158747	NM_001204086	NP_001191015	
ENSG00000158747	NM_001204084	NP_001191015	
ENSG00000158747	NM_001204089	NP_001191015	
ENSG00000158747	NM_001204088	NP_001191015	
ENSG00000158747	NM_005380	NP_001191015	
ENSG00000158747	NM_182744	NP_001191015	
ENSG00000116786			
ENSG00000105669	NM_007263	NP_009194	
ENSG00000105669	NM_199442	NP_955474	
ENSG00000105669	NM_199444	NP_955476	
ENSG00000105669			
ENSG00000189195			
ENSG00000189195	NM_183242	NP_899065	
ENSG00000142619	NM_016233	NP_057317	
ENSG00000006740			
ENSG00000161956	NM_015670		
ENSG00000006740	NM_014859	NP_055674	
ENSG00000161956		NP_056485	
ENSG00000069712	NM_015237	NP_056052	
ENSG00000069712		NP_056052	
ENSG00000203910	NM_001012425	NP_001012425	
ENSG00000203910			
ENSG00000115084	NM_025181	NP_079457	
ENSG00000115084			
ENSG00000161960	NM_001204510	NP_001191439	
ENSG00000161960	NM_001416	NP_001191439	
ENSG00000161960	NM_001204510	NP_001407	
ENSG00000161960	NM_001416	NP_001407	
ENSG00000161960			
ENSG00000177917	NM_152522	NP_689735	
ENSG00000174842	NM_053274	NP_444504	
ENSG00000177917			
ENSG00000174842			
ENSG00000105671	NM_019070	NP_061943	
ENSG00000162461	NM_207348	NP_997231	
ENSG00000105671			
ENSG00000162460	NM_001013641	NP_001013663	
ENSG00000115091	NM_005721	NP_005712	
ENSG00000115091			
ENSG00000177519	NM_019845	NP_062819	
ENSG00000051128			
ENSG00000051128	NM_004838	NP_004829	
ENSG00000051128	NM_001145722	NP_004829	
ENSG00000051128	NM_004838	NP_001139194	
ENSG00000051128	NM_001145722	NP_001139194	
ENSG00000051128	NM_001145721	NP_001139193	
ENSG00000051128	NM_001145724	NP_001139196	
ENSG00000144278	NM_052917	NP_443149	
ENSG00000144278			
ENSG00000162458			
ENSG00000064607	NM_014884	NP_055699	
ENSG00000064607	NM_001017392	NP_055699	
ENSG00000064607	NM_014884	NP_001017392	
ENSG00000064607	NM_001017392	NP_001017392	
ENSG00000064607			
ENSG00000162458	NM_017556	NP_060026	
ENSG00000158748	NM_000871	NP_000862	
ENSG00000175497			
ENSG00000162458	NM_001024215	NP_001019386	
ENSG00000162458	NM_001024216	NP_001019387	
ENSG00000162542	NM_181719	NP_859070	
ENSG00000162542			
ENSG00000175497	NM_001178037	NP_065919	
ENSG00000175497	NM_020868	NP_065919	
ENSG00000175497	NM_001004360	NP_065919	
ENSG00000175497	NM_001178034	NP_065919	
ENSG00000175497	NM_001178037	NP_001171507	
ENSG00000175497	NM_020868	NP_001171507	
ENSG00000175497	NM_001004360	NP_001171507	
ENSG00000175497	NM_001178034	NP_001171507	
ENSG00000105676	NM_033415	NP_219483	
ENSG00000175497	NM_001178036	NP_001171507	
ENSG00000105676	NM_001199196	NP_001186125	
ENSG00000105676	NM_001199196	NP_219483	
ENSG00000105676			
ENSG00000175497	NM_001178034	NP_001171505	
ENSG00000175497	NM_001004360	NP_001171508	
ENSG00000175497	NM_001004360	NP_001004360	
ENSG00000105676		NP_001186125	
ENSG00000105676		NP_219483	
ENSG00000162989	NM_002239	NP_002230	
ENSG00000178828	NM_019062	NP_061935	
ENSG00000162989			
ENSG00000169914	NM_015207	NP_056022	
ENSG00000122484	NM_024813	NP_079089	
ENSG00000188784	NM_014589	NP_055404	
ENSG00000122484			
ENSG00000153234	NM_006186	NP_006177	
ENSG00000153234			
ENSG00000006744	NM_173717	NP_776065	
ENSG00000006744	NM_018127	NP_776065	
ENSG00000006744	NM_173717	NP_060597	
ENSG00000006744	NM_018127	NP_060597	
ENSG00000153234		NP_006177	
ENSG00000006744			
ENSG00000065526	NM_015001	NP_055816	
ENSG00000065526			
ENSG00000006744	NM_001165962	NP_001159434	
ENSG00000188257	NM_000300	NP_001155201	
ENSG00000188257	NM_001161727	NP_001155201	
ENSG00000188257	NM_001161728	NP_001155201	
ENSG00000188257	NM_001161729	NP_001155201	
ENSG00000188257	NM_000300	NP_001155200	
ENSG00000188257	NM_001161727	NP_001155200	
ENSG00000188257	NM_001161728	NP_001155200	
ENSG00000188257	NM_001161729	NP_001155200	
ENSG00000188257	NM_000300	NP_001155199	
ENSG00000188257	NM_001161727	NP_001155199	
ENSG00000188257	NM_001161728	NP_001155199	
ENSG00000188257	NM_001161729	NP_001155199	
ENSG00000188257	NM_000300	NP_000291	
ENSG00000188257	NM_001161727	NP_000291	
ENSG00000188257	NM_001161728	NP_000291	
ENSG00000188257	NM_001161729	NP_000291	
ENSG00000088205	NM_006773	NP_006764	
ENSG00000162676	NM_005263	NP_001120688	
ENSG00000162676	NM_001127215	NP_001120688	
ENSG00000162676	NM_001127216	NP_001120688	
ENSG00000162676	NM_005263	NP_001120687	
ENSG00000162676	NM_001127215	NP_001120687	
ENSG00000162676	NM_001127216	NP_001120687	
ENSG00000162676	NM_005263	NP_005254	
ENSG00000162676	NM_001127215	NP_005254	
ENSG00000162676	NM_001127216	NP_005254	
ENSG00000088205			
ENSG00000136531			
ENSG00000129226	NM_001040059	NP_001035148	
ENSG00000129226	NM_001251	NP_001035148	
ENSG00000129226	NM_001040059	NP_001242	
ENSG00000129226	NM_001251	NP_001242	
ENSG00000129226			
ENSG00000136531	NM_021007	NP_001035232	
ENSG00000136531	NM_001040142	NP_001035232	
ENSG00000136531	NM_021007	NP_066287	
ENSG00000136531	NM_001040142	NP_066287	
ENSG00000136531	NM_001040143	NP_001035233	
ENSG00000067208	NM_005665	NP_005656	
ENSG00000116809	NM_003443	NP_003434	
ENSG00000067208			
ENSG00000116809			
ENSG00000127472	NM_000929	NP_000920	
ENSG00000181035	NM_178526	NP_848621	
ENSG00000116809	NM_001242884	NP_001229813	
ENSG00000064545			
ENSG00000064545	NM_017814	NP_060284	
ENSG00000125633	NM_019044	NP_061917	
ENSG00000125633			
ENSG00000213999			
ENSG00000117215	NM_012400	NP_036532	
ENSG00000213999	NM_001145785	NP_001139257	
ENSG00000129255	NM_004870	NP_004861	
ENSG00000213999	NM_005919	NP_005910	
ENSG00000158786	NM_022819	NP_073730	
ENSG00000129255			
ENSG00000187980			
ENSG00000187980	NM_001105572	NP_001099042	
ENSG00000178662			
ENSG00000115159			
ENSG00000122406	NM_000969	NP_000960	
ENSG00000178662	NM_024969	NP_001165644	
ENSG00000178662	NM_001172173	NP_001165644	
ENSG00000178662	NM_024969	NP_079245	
ENSG00000178662	NM_001172173	NP_079245	
ENSG00000178662		NP_001165644	
ENSG00000178662		NP_079245	
ENSG00000122406			
ENSG00000162543	NM_152376	NP_689589	
ENSG00000115159	NM_000408	NP_000399	
ENSG00000115159	NM_001083112	NP_000399	
ENSG00000115159	NM_000408	NP_001076581	
ENSG00000115159	NM_001083112	NP_001076581	
ENSG00000115159		NP_000399	
ENSG00000115159		NP_001076581	
ENSG00000158816			
ENSG00000254901	NM_001145784	NP_001139256	
ENSG00000254901	NM_001145783	NP_001139255	
ENSG00000158816		NP_001034589	
ENSG00000158816	NM_001039500	NP_001034589	
ENSG00000125629			
ENSG00000064490			
ENSG00000125629	NM_016133	NP_057217	
ENSG00000129194	NM_006942	NP_008873	
ENSG00000064490	NM_003721	NP_003712	
ENSG00000129245	NM_004860	NP_004851	
ENSG00000064490	NM_134440	NP_604389	
ENSG00000258910			
ENSG00000115339	NM_004482	NP_004473	
ENSG00000115339			
ENSG00000163064	NM_001426	NP_001417	
ENSG00000141504			
ENSG00000141504	NM_133491	NP_597998	
ENSG00000153976	NM_006042	NP_006033	
ENSG00000019169	NM_006770	NP_006761	
ENSG00000019169			
ENSG00000006695	NM_001303	NP_001294	
ENSG00000006695			
ENSG00000129214	NM_001146279	NP_001139751	
ENSG00000129214	NM_001040	NP_001139751	
ENSG00000129214	NM_001146279	NP_001031	
ENSG00000129214	NM_001040	NP_001031	
ENSG00000129214	NM_001146281	NP_001139753	
ENSG00000154511	NM_001006605	NP_001006606	
ENSG00000129214	NM_001146280	NP_001139752	
ENSG00000129214			
ENSG00000154511			
ENSG00000223510			
ENSG00000223510	NM_001007530	NP_001007531	
ENSG00000144119	NM_182528	NP_872334	
ENSG00000183888	NM_178840	NP_849162	
ENSG00000125430	NM_006041	NP_006032	
ENSG00000115107	NM_182915	NP_878919	
ENSG00000115107	NM_182915	NP_001008410	
ENSG00000115107	NM_182915	NP_060704	
ENSG00000143033	NM_007358	NP_001157865	
ENSG00000143033	NM_007358	NP_001157863	
ENSG00000143033	NM_007358	NP_031384	
ENSG00000115107	NM_018234	NP_001008410	
ENSG00000115107	NM_001008410	NP_001008410	
ENSG00000115107	NM_018234	NP_060704	
ENSG00000115107	NM_001008410	NP_060704	
ENSG00000162545	NM_018584	NP_061054	
ENSG00000115107			
ENSG00000173641			
ENSG00000173641	NM_014424	NP_055239	
ENSG00000143033	NM_001164392	NP_001157864	
ENSG00000090432	NM_024544	NP_078820	
ENSG00000205325			
ENSG00000143033	NM_001164391	NP_001157865	
ENSG00000143033	NM_001164393	NP_001157865	
ENSG00000143033	NM_001164391	NP_001157863	
ENSG00000143033	NM_001164393	NP_001157863	
ENSG00000143033			
ENSG00000149397	NM_001024382	NP_001019553	
ENSG00000129244	NM_001678	NP_001669	
ENSG00000188486	NM_002105	NP_002096	
ENSG00000109099	NM_000304	NP_000295	
ENSG00000109099	NM_153322	NP_000295	
ENSG00000109099	NM_153321	NP_000295	
ENSG00000109099	NM_000304	NP_696997	
ENSG00000109099	NM_153322	NP_696997	
ENSG00000109099	NM_153321	NP_696997	
ENSG00000109099	NM_000304	NP_696996	
ENSG00000109099	NM_153322	NP_696996	
ENSG00000109099	NM_153321	NP_696996	
ENSG00000109099			
ENSG00000172269	NM_001382	NP_001373	
ENSG00000184162	NM_176880	NP_795361	
ENSG00000184162			
ENSG00000172269			
ENSG00000123607			
ENSG00000123607	NM_024753	NP_079029	
ENSG00000141510	NM_000546	NP_001119587	
ENSG00000141510	NM_001126112	NP_001119587	
ENSG00000141510	NM_000546	NP_001119584	
ENSG00000141510	NM_001126112	NP_001119584	
ENSG00000141510	NM_000546	NP_000537	
ENSG00000141510	NM_001126112	NP_000537	
ENSG00000141510	NM_001126113	NP_001119589	
ENSG00000141510	NM_001126113	NP_001119585	
ENSG00000141510	NM_001126114	NP_001119588	
ENSG00000141510	NM_001126114	NP_001119586	
ENSG00000141510			
ENSG00000183114	NM_207334	NP_997217	
ENSG00000158825	NM_001785	NP_001776	
ENSG00000130287	NM_004386	NP_004377	
ENSG00000130287			
ENSG00000158828	NM_032409	NP_115785	
ENSG00000187664	NM_023002	NP_075378	
ENSG00000186132	NM_001017927	NP_001017927	
ENSG00000186132			
ENSG00000125409	NM_031898	NP_114104	
ENSG00000213996	NM_001001524	NP_001001524	
ENSG00000213996			
ENSG00000125409			
ENSG00000244038	NM_005216	NP_005207	
ENSG00000105705	NM_172231	NP_757386	
ENSG00000105705			
ENSG00000244038			
ENSG00000117500	NM_016040	NP_057124	
ENSG00000117500	NM_001167830	NP_001161302	
ENSG00000117500			
ENSG00000155368	NM_001178043	NP_001171514	
ENSG00000155368	NM_001079862	NP_001171514	
ENSG00000155368	NM_001178043	NP_001073331	
ENSG00000155368	NM_001079862	NP_001073331	
ENSG00000155368	NM_020548	NP_001171513	
ENSG00000155368	NM_001178042	NP_001171513	
ENSG00000155368	NM_020548	NP_065438	
ENSG00000155368	NM_001178042	NP_065438	
ENSG00000155368	NM_001079863	NP_001073332	
ENSG00000155368	NM_001178041	NP_001171512	
ENSG00000155368	NM_001178017	NP_001171488	
ENSG00000239704	NM_001204477	NP_001191406	
ENSG00000239704			
ENSG00000187994	NM_001195833	NP_940847	
ENSG00000187994	NM_198445	NP_940847	
ENSG00000187994	NM_001195833	NP_001182762	
ENSG00000187994	NM_198445	NP_001182762	
ENSG00000122483			
ENSG00000122483		NP_996769	
ENSG00000144285	NM_001165963	NP_001159435	
ENSG00000144285	NM_001165963	NP_001189364	
ENSG00000144285	NM_006920	NP_008851	
ENSG00000144285	NM_001165964	NP_001159436	
ENSG00000122483	NM_206886	NP_996769	
ENSG00000144285	NM_001202435	NP_001159435	
ENSG00000144285	NM_001202435	NP_001189364	
ENSG00000068903	NM_012237	NP_085096	
ENSG00000068903	NM_012237	NP_036369	
ENSG00000259024	NM_001204478	NP_001191407	
ENSG00000172375	NM_014807	NP_055622	
ENSG00000068903	NM_030593	NP_085096	
ENSG00000259024			
ENSG00000068903			
ENSG00000172375			
ENSG00000117245			
ENSG00000117245	NM_001122819	NP_001116291	
ENSG00000117245	NM_020816	NP_065867	
ENSG00000117245	NM_001122819	NP_065867	
ENSG00000171227			
ENSG00000068903	NM_001193286	NP_001180215	
ENSG00000129933	NM_015329	NP_056144	
ENSG00000129933			
ENSG00000171227	NM_183240	NP_899063	
ENSG00000168765	NM_000850	NP_000841	
ENSG00000175106	NM_145301	NP_660344	
ENSG00000175106			
ENSG00000168765	NM_147148	NP_671489	
ENSG00000168765			
ENSG00000175106	NM_001135036	NP_001128508	
ENSG00000080293	NM_002980	NP_002971	
ENSG00000213366			
ENSG00000167491			
ENSG00000213366	NM_001142368	NP_001135840	
ENSG00000181464			
ENSG00000213366	NM_000848	NP_000839	
ENSG00000241322			
ENSG00000167491	NM_017660	NP_060130	
ENSG00000163075	NM_001029996	NP_001025167	
ENSG00000189410	NM_001103160	NP_001096630	
ENSG00000163075			
ENSG00000189410	NM_001103161	NP_001096630	
ENSG00000189410	NM_001103161	NP_001096631	
ENSG00000189410			
ENSG00000163075		NP_001025167	
ENSG00000251537			
ENSG00000251537	NM_006382	NP_006373	
ENSG00000134184			
ENSG00000172273	NM_015517	NP_945322	
ENSG00000172273	NM_198971	NP_945322	
ENSG00000172273	NM_015517	NP_056332	
ENSG00000172273	NM_198971	NP_056332	
ENSG00000172273			
ENSG00000134184	NM_146421	NP_666533	
ENSG00000117505	NM_001938	NP_001929	
ENSG00000134184	NM_000561	NP_000552	
ENSG00000134201	NM_000851	NP_000842	
ENSG00000134201			
ENSG00000141510		NP_001119587	
ENSG00000144120	NM_030577	NP_085054	
ENSG00000144120	NM_001105199	NP_085054	
ENSG00000144120	NM_001105198	NP_085054	
ENSG00000144120	NM_030577	NP_001098668	
ENSG00000144120	NM_001105199	NP_001098668	
ENSG00000144120	NM_001105198	NP_001098668	
ENSG00000144120	NM_030577	NP_001098669	
ENSG00000144120	NM_001105199	NP_001098669	
ENSG00000144120	NM_001105198	NP_001098669	
ENSG00000144120			
ENSG00000137942			
ENSG00000137942	NM_001164473	NP_001157945	
ENSG00000137942	NM_017737	NP_001020119	
ENSG00000137942	NM_001024948	NP_001020119	
ENSG00000137942	NM_017737	NP_060207	
ENSG00000137942	NM_001024948	NP_060207	
ENSG00000213993			
ENSG00000104825			
ENSG00000178093	NM_032037	NP_114426	
ENSG00000104825	NM_001243116	NP_002494	
ENSG00000104825	NM_002503	NP_002494	
ENSG00000104825	NM_001243116	NP_001230045	
ENSG00000104825	NM_002503	NP_001230045	
ENSG00000104825	NM_001001716		
ENSG00000186010	NM_015965	NP_057049	
ENSG00000136542	NM_014568	NP_055383	
ENSG00000104835			
ENSG00000172350	NM_022169	NP_001135977	
ENSG00000172350	NM_001142505	NP_001135977	
ENSG00000172350	NM_022169	NP_071452	
ENSG00000172350	NM_001142505	NP_071452	
ENSG00000104835	NM_001145901	NP_001139373	
ENSG00000104835	NM_017827	NP_060297	
ENSG00000172350			
ENSG00000104835	NM_148169	NP_680474	
ENSG00000104835	NM_148169	NP_079183	
ENSG00000104835	NM_024907	NP_079183	
ENSG00000134202	NM_000849	NP_000840	
ENSG00000250067		NP_940939	
ENSG00000250067		NP_001177257	
ENSG00000250067			
ENSG00000250067	NM_198537	NP_940939	
ENSG00000250067	NM_001190328	NP_001177257	
ENSG00000128626	NM_033362	NP_203527	
ENSG00000128626	NM_021107	NP_203527	
ENSG00000128626	NM_033363	NP_203527	
ENSG00000128626	NM_033362	NP_066930	
ENSG00000128626	NM_021107	NP_066930	
ENSG00000128626	NM_033363	NP_066930	
ENSG00000128626	NM_033362	NP_203526	
ENSG00000128626	NM_021107	NP_203526	
ENSG00000128626	NM_033363	NP_203526	
ENSG00000186510	NM_004070	NP_001036169	
ENSG00000186510	NM_001042704	NP_001036169	
ENSG00000161243	NM_178820	NP_849142	
ENSG00000186510	NM_004070	NP_004061	
ENSG00000186510			
ENSG00000183760	NM_001004318	NP_001004318	
ENSG00000088179	NM_002830	NP_002821	
ENSG00000136541	NM_020711	NP_065762	
ENSG00000088179			
ENSG00000136541	NM_001009959	NP_001009959	
ENSG00000136541	NM_001009959	NP_065762	
ENSG00000136541			
ENSG00000258674			
ENSG00000198758	NM_024526	NP_078802	
ENSG00000198758	NM_133181	NP_620641	
ENSG00000198758	NM_139053	NP_620641	
ENSG00000160161	NM_153221	NP_694953	
ENSG00000198758	NM_133181	NP_573444	
ENSG00000137936			
ENSG00000137936	NM_003567	NP_003558	
ENSG00000130669	NM_005884	NP_001014831	
ENSG00000130669	NM_001014831	NP_001014831	
ENSG00000130669	NM_001014832	NP_001014831	
ENSG00000130669	NM_005884	NP_001014832	
ENSG00000130669	NM_001014831	NP_001014832	
ENSG00000130669	NM_001014832	NP_001014832	
ENSG00000130669	NM_005884	NP_005875	
ENSG00000130669	NM_001014831	NP_005875	
ENSG00000130669	NM_001014832	NP_005875	
ENSG00000130669	NM_001014834	NP_001014834	
ENSG00000130669	NM_001014835	NP_001014834	
ENSG00000130669	NM_001014834	NP_001014835	
ENSG00000130669	NM_001014835	NP_001014835	
ENSG00000130669			
ENSG00000105717	NM_025245	NP_079521	
ENSG00000188505	NM_001001414	NP_001001414	
ENSG00000179751	NM_001080468	NP_001073937	
ENSG00000064547	NM_004720	NP_004711	
ENSG00000197110	NM_172139	NP_742151	
ENSG00000183709	NM_172138	NP_742150	
ENSG00000089639	NM_016573	NP_057657	
ENSG00000089639			
ENSG00000115165	NM_004288	NP_004279	
ENSG00000182393	NM_172140	NP_742152	
ENSG00000115165			
ENSG00000128011	NM_020862	NP_065913	
ENSG00000130755	NM_004877	NP_004868	
ENSG00000160703			
ENSG00000179134	NM_018028	NP_060498	
ENSG00000179134			
ENSG00000184908	NM_000085	NP_000076	
ENSG00000184908	NM_001165945	NP_001159417	
ENSG00000184908			
ENSG00000160703	NM_024618	NP_078894	
ENSG00000184371			
ENSG00000184371	NM_000757	NP_757351	
ENSG00000184371	NM_172212	NP_757351	
ENSG00000184371	NM_000757	NP_000748	
ENSG00000184371	NM_172212	NP_000748	
ENSG00000105726			
ENSG00000160703	NM_170722	NP_733840	
ENSG00000184371	NM_172211	NP_757350	
ENSG00000105726	NM_020410	NP_065143	
ENSG00000184371	NM_172210	NP_757349	
ENSG00000006712			
ENSG00000006712	NM_019088	NP_061961	
ENSG00000067334	NM_014597	NP_055412	
ENSG00000123612	NM_145259	NP_001104501	
ENSG00000123612	NM_145259	NP_660302	
ENSG00000067334			
ENSG00000123612	NM_001111031	NP_001104501	
ENSG00000123612	NM_001111033	NP_001104503	
ENSG00000123612	NM_001111032	NP_001104502	
ENSG00000063322	NM_017592	NP_060062	
ENSG00000063322			
ENSG00000023909	NM_002061	NP_002052	
ENSG00000115109	NM_020909	NP_065960	
ENSG00000115109	NM_001184937	NP_001171866	
ENSG00000185519	NM_182623	NP_872429	
ENSG00000115109	NM_001184939	NP_001171868	
ENSG00000115109	NM_001184938	NP_001171868	
ENSG00000115109	NM_001184939	NP_001171867	
ENSG00000115109	NM_001184938	NP_001171867	
ENSG00000115109			
ENSG00000168710	NM_001242676	NP_001229605	
ENSG00000168710	NM_001242675	NP_001229605	
ENSG00000168710	NM_001242673	NP_001229605	
ENSG00000168710	NM_001242674	NP_001229605	
ENSG00000168710	NM_006621	NP_001229605	
ENSG00000168710	NM_001242676	NP_001229604	
ENSG00000168710	NM_001242675	NP_001229604	
ENSG00000168710	NM_001242673	NP_001229604	
ENSG00000168710	NM_001242674	NP_001229604	
ENSG00000168710	NM_006621	NP_001229604	
ENSG00000168710	NM_001242676	NP_001229603	
ENSG00000168710	NM_001242675	NP_001229603	
ENSG00000168710	NM_001242673	NP_001229603	
ENSG00000168710	NM_001242674	NP_001229603	
ENSG00000168710	NM_006621	NP_001229603	
ENSG00000168710	NM_001242676	NP_001229602	
ENSG00000168710	NM_001242675	NP_001229602	
ENSG00000168710	NM_001242673	NP_001229602	
ENSG00000168710	NM_001242674	NP_001229602	
ENSG00000168710	NM_006621	NP_001229602	
ENSG00000168710	NM_001242676	NP_006612	
ENSG00000168710	NM_001242675	NP_006612	
ENSG00000168710	NM_001242673	NP_006612	
ENSG00000168710	NM_001242674	NP_006612	
ENSG00000168710	NM_006621	NP_006612	
ENSG00000128016	NM_003407	NP_003398	
ENSG00000142627	NM_004431	NP_004422	
ENSG00000090924	NM_022835	NP_073746	
ENSG00000090924			
ENSG00000198691	NM_000350	NP_000341	
ENSG00000115170	NM_001105	NP_001104537	
ENSG00000115170	NM_001111067	NP_001104537	
ENSG00000115170	NM_001105	NP_001096	
ENSG00000115170	NM_001111067	NP_001096	
ENSG00000198691			
ENSG00000115170			
ENSG00000105193	NM_001020	NP_001011	
ENSG00000105193			
ENSG00000172367			
ENSG00000172367	NM_001168468	NP_001161940	
ENSG00000143093			
ENSG00000143093	NM_033088	NP_149079	
ENSG00000172367	NM_024791	NP_079067	
ENSG00000141499	NM_018081	NP_001137464	
ENSG00000141499	NM_001143990	NP_001137464	
ENSG00000141499	NM_001143991	NP_001137464	
ENSG00000141499	NM_001143992	NP_001137464	
ENSG00000141499	NM_018081	NP_001137463	
ENSG00000141499	NM_001143990	NP_001137463	
ENSG00000141499	NM_001143991	NP_001137463	
ENSG00000141499	NM_001143992	NP_001137463	
ENSG00000141499	NM_018081	NP_001137462	
ENSG00000141499	NM_001143990	NP_001137462	
ENSG00000141499	NM_001143991	NP_001137462	
ENSG00000141499	NM_001143992	NP_001137462	
ENSG00000141499	NM_018081	NP_060551	
ENSG00000141499	NM_001143990	NP_060551	
ENSG00000141499	NM_001143991	NP_060551	
ENSG00000141499	NM_001143992	NP_060551	
ENSG00000141499			
ENSG00000213922			
ENSG00000196235	NM_003169	NP_001124296	
ENSG00000196235	NM_001111020	NP_001124296	
ENSG00000196235	NM_001130824	NP_001124296	
ENSG00000196235	NM_003169	NP_001104490	
ENSG00000196235	NM_001111020	NP_001104490	
ENSG00000196235	NM_001130824	NP_001104490	
ENSG00000196235	NM_003169	NP_003160	
ENSG00000196235	NM_001111020	NP_003160	
